"","county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","Perot","white","black","turnout"
"307","Middlesex","CT",3283,NA,391,143196,12,7.30000019,5.80000019,3878,28.2000008,50891,0.400000006,42.7999992,30.3999996,26.2999992,93.9195251,4.19145775,56.5846825
"308","New Haven","CT",5483,NA,1322,804219,5.19999981,8.39999962,6.30000019,6932,24.2000008,46058,0.100000001,41.9000015,36.7000008,21,85.4855423,10.1975956,47.8889465
"309","New London","CT",5523,NA,373,254957,4.0999999,7,4.9000001,5194,21.7999992,43256,0.300000012,42.2999992,29.3999996,27.7999992,91.8876495,4.75491953,46.1909256
"310","Tolland","CT",3283,NA,317,128699,13.1999998,5.4000001,3.5999999,4503,29.2000008,51436,0.400000006,41.4000015,31.2000008,27.1000004,95.4047852,2.03964281,51.4495049
"311","Windham","CT",NA,NA,201,102525,11.6999998,7,5.5,3611,16.7999992,39333,0.899999976,40.4000015,30.7999992,28.3999996,95.8673477,1.07583511,47.3913689
"312","Kent","DE",2190,NA,196,110993,18.2000008,6.0999999,4.19999981,5192,15,33594,2.29999995,38.2000008,38.7000008,22.1000004,78.6536102,18.5876579,36.2680511
"313","New Castle","DE",6162,9160,1067,441946,14.3000002,7,4.4000001,6144,25.2000008,45216,0.200000003,46.5,33.7000008,19.1000004,80.4168396,16.4802933,44.5538597
"314","Sussex","DE",NA,NA,128,113229,22.2999992,10.6000004,6.19999981,5410,13,31112,2.70000005,36.5,38.9000015,24.2000008,81.6001205,16.7757378,46.4333344
"315","District of Columbia","DC",8872,8840,9531,606900,-8.30000019,7.30000019,5.5,10768,33.2999992,36256,0,84.5999985,9.10000038,4.30000019,29.6040535,65.8434677,37.4974442
"316","Alachua","FL",2900,NA,217,181596,25.1000004,5.5,3.79999995,9776,34.5999985,31402,1.29999995,49.5999985,29.8999996,20,77.5275879,18.9580173,42.0559921
"317","Baker","FL",NA,NA,33,18486,26.7000008,4.80000019,3.20000005,2847,5.69999981,28252,1.79999995,29.2000008,50.5999985,19.5,84.2745895,14.9734936,36.5465775
"318","Bay","FL",6015,NA,175,126994,37.0999985,7.69999981,4.30000019,6625,15.6999998,28217,0.100000001,28.1000004,50,21.2999992,86.2796631,10.7981482,35.9772911
"319","Bradford","FL",NA,NA,79,22515,15.3000002,7.30000019,4.80000019,5757,8.10000038,28097,3,36.5,44,18.8999996,78.5787277,20.230957,37.0464134
"320","Brevard","FL",4900,NA,418,398978,55.9000015,10.8000002,5.80000019,5785,20.3999996,35402,0.100000001,31.2000008,43.2000008,25.2999992,89.8272552,7.87436914,49.0904274
"321","Broward","FL",4992,2680,1076,1255488,27.7999992,10.6000004,10.1000004,8335,18.7999992,36801,0,51.7999992,30.8999996,17.1000004,81.6879959,15.4081125,42.4575958
"322","Calhoun","FL",NA,NA,20,11011,22.2999992,7.80000019,6.69999981,602,8.19999981,21999,2.0999999,36.4000015,37.5999985,25.7000008,83.2258682,15.0576696,41.5856857
"323","Charlotte","FL",6580,NA,172,110975,104,20.8999996,12.8999996,3285,13.3999996,29522,0.200000003,36.9000015,39.2000008,23.7000008,94.9772491,3.82338357,55.9261093
"324","Citrus","FL",NA,NA,171,93515,82.3000031,19.7999992,11.5,3228,10.3999996,24465,0.899999976,35.5999985,36.7000008,27.5,96.680748,2.35897994,47.8490067
"325","Clay","FL",3600,NA,190,105986,70.4000015,5.19999981,3.29999995,4193,17.8999996,37779,0.600000024,23.2999992,58,18.5,92.1734924,5.20163059,42.9160461
"326","Collier","FL",5345,NA,81,152099,91.5999985,14.3999996,8.39999962,6039,22.2999992,38428,0.200000003,26.1000004,53.4000015,20.2000008,91.4358444,4.59306097,47.3007698
"327","Columbia","FL",NA,NA,56,42613,25.7000008,8.5,4.80000019,6268,11,25971,1.89999998,37,43.4000015,19.3999996,80.7805099,18.0179749,35.0925789
"328","Dade","FL",4992,5000,1033,1937094,23.5,7.5,6.4000001,12311,18.7999992,31113,0.100000001,46.7000008,43.2000008,9.89999962,72.9450912,20.5458794,28.1268234
"329","De Soto","FL",NA,NA,38,23865,27.5,11.8000002,7.5999999,2017,7.5999999,23754,2.79999995,35.5999985,41.2999992,22.7000008,80.2053223,15.6128225,31.1292686
"330","Dixie","FL",NA,NA,16,10585,46.5,9.89999962,4.9000001,4373,6.19999981,19492,1.29999995,42.4000015,32,25,90.6376953,8.69154453,41.313179
"331","Duval","FL",3600,NA,906,672971,22.7000008,6.5,4.19999981,10104,18.3999996,33548,0,36.9000015,49.5,13.3999996,72.7526169,24.3549862,37.1377068
"332","Escambia","FL",6080,NA,408,262798,15.8999996,7.4000001,4.5,5332,18.2000008,29490,0.200000003,30.5,50.2000008,18.8999996,76.5740204,20.0222225,40.0387383
"333","Flagler","FL",2020,NA,69,28701,207.699997,19.1000004,6.4000001,4543,17.2999992,31430,0.800000012,40.9000015,38.2000008,20.7000008,90.000351,8.24361515,56.9840775
"334","Franklin","FL",NA,NA,17,8967,20.5,10.6999998,7.30000019,0,12.3999996,20536,0.100000001,35,38,26.1000004,86.7179642,12.4010258,48.845768
"335","Gadsden","FL",8240,NA,82,41105,1.29999995,7.19999981,5.4000001,4790,11.1999998,24091,3.4000001,59,27.6000004,13,40.5936012,57.6572189,35.0176392
"336","Gilchrist","FL",NA,NA,30,9667,81.4000015,9,4.80000019,1321,7.4000001,22857,5.4000001,37.5999985,34.7000008,27.1000004,90.6279068,8.53418827,41.5537376
"337","Glades","FL",NA,NA,10,7591,24,13,6.69999981,5508,7.0999999,23175,1.10000002,38.7000008,35.0999985,26,78.8697128,12.1459627,44.4473724
"338","Gulf","FL",NA,NA,21,11504,10,9.19999981,6.0999999,1872,9.19999981,25974,1,33.0999985,45.2999992,21.2999992,80.4328918,18.7934628,50.8866463
"339","Hamilton","FL",NA,NA,22,10930,28.2999992,6.5,4.9000001,476,7,21989,2.79999995,43.5,37.5999985,18.7000008,58.9935951,38.9387016,34.080513
"340","Hardee","FL",NA,NA,32,19499,-1.29999995,9.39999962,5.80000019,6228,8.60000038,24327,6.19999981,31.3999996,45.0999985,23.2999992,84.0145645,5.30283594,32.991436
"341","Hendry","FL",NA,NA,24,25773,49.2000008,6.80000019,4.19999981,5127,10,26635,0.800000012,33.5999985,40.9000015,25.2999992,72.1375046,16.7268066,31.1023159
"342","Hernando","FL",8280,NA,229,101115,146.5,21.1000004,9.60000038,4254,9.69999981,25685,0.600000024,39.0999985,36.5,24.1000004,95.0482101,3.85204959,48.5447273
"343","Highlands","FL",NA,NA,69,68432,48.4000015,20.6000004,12.8999996,5998,10.8999996,24365,1.20000005,34.7000008,44.7999992,20.3999996,87.2910309,10.0070143,47.3331184
"344","Hillsborough","FL",8280,NA,817,834054,32.7000008,7.4000001,4.80000019,10503,20.2000008,33645,0.400000006,37.0999985,42.0999985,20.2999992,82.7706604,13.2225256,37.2280464
"345","Holmes","FL",NA,NA,34,15778,10.5,9.10000038,6.5999999,778,7.4000001,20923,5.30000019,28.7999992,49,21.8999996,93.4212189,4.95626831,41.3740654
"346","Indian River","FL",NA,NA,186,90208,56.0999985,17.1000004,10.1000004,5916,19.1000004,33569,0.300000012,28.1000004,43.5,28.1000004,90.2558517,8.49148655,48.7340355
"347","Jackson","FL",NA,NA,46,41375,8.19999981,8.19999981,6.69999981,2268,10.8999996,24139,3.5,37.4000015,45.7999992,16.7000008,72.7129898,26.2114811,35.4706955
"348","Jefferson","FL",NA,NA,20,11296,9.39999962,8.19999981,6.5999999,3313,14.6999998,25049,4.0999999,48.5,32.2000008,19.1000004,56.0729446,43.3516273,41.4128914
"349","Lafayette","FL",NA,NA,11,5578,42.4000015,6.9000001,4,314,5.19999981,24007,12.3000002,34.2999992,41.0999985,24.2000008,82.9867325,14.0731449,45.2671204
"350","Lake","FL",5960,NA,169,152104,53.7000008,16.2000008,11.3000002,4548,12.6999998,27149,1,33.2000008,44.2000008,22.3999996,89.1620178,9.32980061,45.8811073
"351","Lee","FL",2700,NA,438,335113,71.5,15.3000002,9.39999962,5363,16.3999996,32310,0.100000001,32.2999992,44.2000008,23.2000008,91.3721619,6.61985636,49.5361252
"352","Leon","FL",8240,NA,305,192493,36.5999985,5,3.20000005,11827,37.0999985,37000,0.300000012,49.0999985,32.9000015,17.7000008,73.6193008,24.1707497,50.5441742
"353","Levy","FL",NA,NA,24,25923,36.5,12.3000002,6.5999999,4601,8.30000019,22743,1.79999995,39.5999985,34.7000008,25.5,86.2014465,12.3866835,42.1864738
"354","Liberty","FL",NA,NA,7,5569,35,6.80000019,4.5,525,7.30000019,25223,1,31.7999992,43.7000008,24,80.9481049,17.6333275,46.2560616
"355","Madison","FL",NA,NA,24,16569,12.1999998,7.69999981,6.4000001,2639,9.69999981,22250,4.30000019,45.4000015,34.4000015,20.1000004,57.6075821,41.7345657,35.2344742
"356","Manatee","FL",7510,NA,292,211707,46,15.6000004,12.5,7786,15.5,30698,0.5,33.7999992,42.5999985,23.2000008,89.9016113,7.74655533,47.3390121
"357","Marion","FL",5790,NA,132,194833,69.8000031,14.3999996,7.69999981,7432,11.5,26089,1.10000002,35.4000015,40.7000008,23.6000004,85.7626801,12.7514334,44.6479797
"358","Martin","FL",2710,NA,188,100900,62.9000015,16.7000008,10.8000002,4907,20.2999992,37732,0.400000006,27.7999992,46.5999985,25.2999992,91.2973251,5.98909807,52.7096138
"359","Monroe","FL",NA,NA,80,78024,26.7999992,10.5,5.4000001,9442,20.2999992,33906,0,36.2999992,34.4000015,28.8999996,92.074234,5.3868041,36.8976212
"360","Nassau","FL",3600,NA,72,43941,43.2999992,6.4000001,3.70000005,2748,12.5,34740,1,30.2999992,51.5,17.8999996,88.9124069,10.2910719,41.3600044
"361","Okaloosa","FL",2750,NA,164,143776,39.5999985,6.30000019,3,3493,21,31662,0.300000012,19.5,53.0999985,27,87.0736389,9.04671192,42.9619675
"362","Okeechobee","FL",NA,NA,40,29627,51.0999985,10.6999998,5.5,5549,9.80000019,23493,3.20000005,36.5,35.2000008,28.2000008,84.3284836,6.40631866,31.6265564
"363","Orange","FL",5960,NA,787,677491,51.7999992,6.5,4.0999999,7562,21.2000008,34670,0.200000003,34.9000015,45.9000015,18.8999996,79.5672531,15.2167339,34.9836388
"364","Osceola","FL",5960,NA,90,107728,141.899994,8.30000019,5.5999999,8743,11.1999998,31006,0.699999988,33.2000008,42.2999992,24.2999992,89.3277512,5.4786129,42.0197182
"365","Palm Beach","FL",8960,NA,456,863518,56.2000008,13.5,10.8999996,8593,22.1000004,38539,0.100000001,46.4000015,34.5999985,18.7999992,84.7962646,12.4728146,46.930233
"366","Pasco","FL",8280,NA,381,281131,46.7000008,18.8999996,13.3999996,4352,9.10000038,25435,0.600000024,39.0999985,35.0999985,25.5,96.2746887,1.94108796,48.3625069
"367","Pinellas","FL",8280,NA,3051,851659,17.3999996,13.5,12.5,7133,18.5,32634,0,38,37.5999985,23.8999996,90.4556885,7.73408127,49.6502724
"368","Polk","FL",3980,NA,223,405382,30.2999992,11.3000002,7.30000019,8964,12.8999996,28965,0.600000024,35.2999992,45.2000008,19.2999992,84.3530273,13.415741,35.9907455
"369","Putnam","FL",NA,NA,93,65070,32.7999992,11.6999998,6.4000001,8935,8.30000019,23842,1.10000002,41.7000008,34.7000008,23.2999992,79.9431381,18.3494701,39.4359932
"370","St. Johns","FL",3600,NA,148,83829,76.0999985,10.3999996,6.0999999,5916,23.6000004,34266,0.400000006,30.7000008,50.5,18.5,90.1203613,8.7416048,47.699482
"371","St. Lucie","FL",2710,NA,281,150171,84.8000031,13.6999998,7.30000019,6387,13.1000004,31226,0.200000003,35,35.7999992,29,81.3465958,16.4252758,45.4368668
"372","Santa Rosa","FL",6080,NA,89,81608,61.5,6.0999999,3.4000001,3647,18.6000004,31033,1.10000002,20,52.9000015,26.7999992,93.5998917,4.0130868,40.1639557
"373","Sarasota","FL",7510,NA,493,277776,39.5,17.8999996,14.1999998,7259,21.8999996,35322,0.200000003,34.9000015,42.7999992,21.8999996,94.6215668,4.34630775,56.2870789
"374","Seminole","FL",5960,NA,1005,287529,72.3000031,6.30000019,4,5937,26.2999992,40732,0.200000003,30.2999992,48.5999985,20.7999992,88.2070999,8.45619011,40.8863106
"375","Sumter","FL",NA,NA,59,31577,33.5999985,14.6000004,7.69999981,3824,7.80000019,23687,2.29999995,40.7999992,35.4000015,23.5,82.6170959,16.1573296,39.0442429
"376","Suwannee","FL",NA,NA,41,26780,27.1000004,9.30000019,7.5999999,4980,8.19999981,23434,6,35.0999985,40.2000008,24.5,84.1075439,14.7460794,42.4719925
"377","Taylor","FL",NA,NA,17,17111,4.69999981,8,5.19999981,3292,9.80000019,25171,2.0999999,35.5999985,37.2999992,26.7000008,80.5972748,18.0176487,42.154171
"378","Union","FL",NA,NA,44,10252,3.79999995,4.80000019,2.70000005,741,7.9000001,27320,3.0999999,34.9000015,43.2999992,21.6000004,75.0780334,23.2052288,34.8322296
"379","Volusia","FL",2020,NA,351,370712,50,13.3000002,9.5,6765,14.8000002,29563,0.300000012,41.9000015,38.0999985,19.7999992,88.6213531,9.02452564,41.9460373
"380","Wakulla","FL",NA,NA,26,14202,42.5,6.80000019,4.80000019,2086,10.1000004,27810,1.20000005,34.5999985,38.5,26.7000008,86.0864639,12.9347982,47.275032
"381","Walton","FL",NA,NA,28,27760,38.7999992,10.3999996,6.0999999,1864,11.8999996,25222,2.5,28.7000008,42.2000008,28.7000008,91.1383286,6.79034567,48.8256493
"382","Washington","FL",NA,NA,30,16919,19.8999996,10.1000004,7.5,857,7.4000001,22226,4.19999981,32.2999992,46.9000015,20.2999992,82.9186096,14.5339556,46.5216637
"383","Appling","GA",NA,NA,31,15744,2.79999995,7.0999999,5.0999999,1087,8.19999981,26203,6.9000001,40.7000008,41.7000008,17.3999996,78.48069,20.7571144,38.28125
"384","Atkinson","GA",NA,NA,19,6213,2,7.0999999,4.69999981,1669,6.4000001,21441,8.39999962,48.2999992,35.7000008,15.6999998,71.2538223,26.6859818,35.1681938
"385","Bacon","GA",NA,NA,34,9566,4.69999981,7.4000001,4.80000019,2454,6.5999999,23366,6.9000001,42.7000008,39,18.1000004,83.9431305,15.4714613,34.8630562
"386","Baker","GA",NA,NA,11,3615,-4.30000019,7.5,5.69999981,352,9.39999962,22500,11.6999998,58.9000015,26.6000004,14.3000002,48.326416,51.4799461,40.6085739
"387","Baldwin","GA",NA,NA,157,39530,16.7999992,6.30000019,4.4000001,6053,13.3000002,31216,1.20000005,49.2999992,36.2000008,14.1999998,56.794838,42.2615738,29.8203888
"388","Banks","GA",NA,NA,46,10308,22.7999992,6.9000001,4.5,2591,6.4000001,28212,7.4000001,41.7000008,42.2999992,15.8999996,95.7896805,3.53123784,35.6131172
"389","Barrow","GA",520,NA,198,29721,50.4000015,6.19999981,4.80000019,3749,9.19999981,30922,3.0999999,40,43.4000015,16.3999996,87.3523788,11.2849503,33.5856819
"390","Bartow","GA",520,NA,130,55911,46.2999992,6.0999999,4,2194,9,31291,1.39999998,39.2999992,45.5999985,14.6999998,90.1665115,8.98928642,30.3875809
"391","Ben Hill","GA",NA,NA,66,16245,3.5999999,7.80000019,6.19999981,3125,7.5999999,22047,2.5,52.5999985,33.0999985,13.8999996,68.3164062,31.320406,27.4792252
"392","Berrien","GA",NA,NA,32,14153,6.5,7.4000001,5.30000019,2081,7.5,24839,5.5999999,46.2999992,36,17.5,87.6633911,11.6441746,32.0992012
"393","Bibb","GA",4680,NA,608,149967,1.10000002,7.5999999,5.30000019,8284,17,31903,0.100000001,51.9000015,36.7000008,11.1000004,57.5139847,41.6931725,36.040596
"394","Bleckley","GA",NA,NA,49,10430,-1.5,7.9000001,5.5,1510,10.3000002,29082,4.19999981,43.2000008,39.7000008,16.7000008,76.7018204,22.3585815,37.9290504
"395","Brantley","GA",NA,NA,26,11077,33.5999985,5.5,3.5,2208,5.80000019,25117,3,44.0999985,36.0999985,19.7000008,94.2312927,5.38051796,38.5844536
"396","Brooks","GA",NA,NA,31,15398,1,8.10000038,7.0999999,4022,9.10000038,23835,5.30000019,43.9000015,41.2000008,14.6000004,57.7542534,41.4988976,28.023119
"397","Bryan","GA",7520,NA,40,15438,74.0999985,4.69999981,2.5,2807,11.8000002,31709,0.600000024,34.2999992,47,18.5,84.3243942,14.8529606,38.3987579
"398","Bulloch","GA",NA,NA,66,43125,26.7000008,5.9000001,4.30000019,3260,19.8999996,27782,3.79999995,38.7999992,45,16,72.9599991,26.0313034,29.3194199
"399","Burke","GA",NA,NA,25,20579,8.69999981,6.5999999,4.9000001,2960,9.60000038,21349,4.30000019,53.2000008,34.7999992,11.8000002,47.4367065,52.2668724,33.3300934
"400","Butts","GA",NA,NA,84,15326,14.6999998,6.5999999,5,1985,7.19999981,27441,1.60000002,50.5,36.4000015,12.8000002,63.747879,35.4821854,31.6520939
"401","Calhoun","GA",NA,NA,17,5013,-15.8000002,8.60000038,8.39999962,3045,10.1000004,18479,6.5999999,64.5,23,12.3000002,40.8338318,58.9068413,40.2553368
"402","Camden","GA",NA,NA,60,30167,181.699997,3.20000005,1.89999998,3093,13.5,30484,0.100000001,39,46.4000015,14.1999998,77.1836777,20.1511593,25.100275
"403","Candler","GA",NA,NA,33,7744,7,9.10000038,7.30000019,1200,9.89999962,24245,5.80000019,43.2999992,36.7999992,19.6000004,67.6394653,31.0563011,35.5759315
"404","Carroll","GA",520,NA,148,71422,31,5.80000019,4.4000001,5371,12,30096,1.39999998,37.2000008,47.5999985,14.8999996,83.512085,15.7248468,31.6233101
"405","Catoosa","GA",1560,NA,273,42464,19.7000008,6.69999981,4.19999981,3368,8.10000038,29657,0.300000012,32.7000008,51.5999985,15.5,98.4881287,0.84071213,34.6905632
"406","Charlton","GA",NA,NA,11,8496,20.1000004,5.9000001,4.5,2545,6.4000001,25773,2.4000001,39,46.0999985,14.8000002,71.7278748,27.7189274,34.039547
"407","Chatham","GA",7520,NA,504,216935,9.89999962,7.80000019,5,8446,18.6000004,31826,0.100000001,43.7999992,44.2999992,11.5,60.2055931,38.0796089,33.2214737
"408","Chattahoochee","GA",1800,NA,66,16934,-24.7999992,0.899999976,0.5,682,20.2000008,25961,0.100000001,50.4000015,34.5,14.8000002,59.5901718,30.9141369,7.0745244
"409","Chattooga","GA",NA,NA,71,22242,2.5999999,8.89999962,5.9000001,1834,5.9000001,24851,2.5999999,46.5,38.0999985,15.1000004,90.9090881,8.72673321,28.7923756
"410","Cherokee","GA",520,NA,241,90204,97.4000015,4.19999981,2.79999995,2699,18.3999996,41762,1.10000002,27.7999992,55,16.8999996,97.2129822,1.87685692,32.3865891
"411","Clarke","GA",500,NA,730,87594,18.3999996,4.9000001,3.70000005,9853,37.5,30919,0.200000003,53.0999985,36.0999985,10.3000002,70.7000504,26.1833,33.1050072
"412","Clay","GA",NA,NA,17,3364,-4.80000019,10,8.19999981,1076,11.1999998,16180,6.5,65,22.1000004,12.8999996,38.9417343,60.7609978,35.5826416
"413","Clayton","GA",520,NA,1329,182052,26,3.79999995,2,8284,14.6999998,36925,0.100000001,44.5999985,41.2999992,13.6999998,72.3578949,23.8409901,31.8529873
"414","Clinch","GA",NA,NA,8,6160,-6.4000001,6.9000001,4.69999981,2430,6.69999981,21076,1.5,41.2999992,43,15.6000004,72.3376617,27.3051949,29.8214283
"415","Cobb","GA",520,NA,1407,447745,60.7999992,4.0999999,2.20000005,6026,33,48415,0,32.4000015,52.5999985,14.6000004,87.5406723,9.86141682,44.0270691
"416","Coffee","GA",NA,NA,51,29592,14.5,6.5,4.5,6869,11.1000004,24535,5.30000019,39.2999992,45.2999992,15.1000004,72.850769,25.3582058,28.1799126
"417","Colquitt","GA",NA,NA,67,36645,4.5,8.10000038,6,5418,10,24607,3.20000005,37.9000015,45.5,16.3999996,73.8081589,24.1806526,28.0420246
"418","Columbia","GA",600,NA,252,66031,82,3.9000001,2,2866,23.8999996,42924,0.699999988,25.2000008,59.0999985,15.5,85.9974823,11.0281534,42.7072144
"419","Cook","GA",NA,NA,59,13456,-0.200000003,7.9000001,5.9000001,3497,6.5,24169,4.9000001,48,36.5999985,14.8999996,69.1959,29.9568958,26.7910233
"420","Coweta","GA",520,NA,136,53853,53.7000008,5.9000001,4.19999981,4372,13.3000002,36176,1.39999998,34.5,47.7999992,17.5,76.731102,22.6431217,38.163147
"421","Crawford","GA",NA,NA,28,8991,20.3999996,5.80000019,4.30000019,1774,5.69999981,30071,3.4000001,51.7999992,30.6000004,17.2000008,67.7343979,30.6639977,35.4020691
"422","Crisp","GA",NA,NA,74,20011,4.5999999,7.80000019,6.19999981,1525,10,23051,1.70000005,45.7000008,39.5,14.3999996,58.8826141,40.7425919,28.5293083
"423","Dade","GA",1560,NA,77,13147,8.30000019,6.69999981,4.19999981,1533,8,24051,0.800000012,37.0999985,45.5999985,17.1000004,98.6688995,0.768236101,36.540657
"424","Dawson","GA",NA,NA,49,9429,116.5,6.0999999,2.79999995,3133,8.60000038,30519,3.9000001,35.9000015,43.5999985,20.2999992,98.928833,0.0424223132,41.2769127
"425","Decatur","GA",NA,NA,43,25511,1.60000002,7.5999999,5.4000001,5475,11.6999998,24407,2.5,43.0999985,42.4000015,14.3999996,59.6918983,39.4731674,29.0815735
"426","De Kalb","GA",520,NA,2100,545837,16.7000008,5.19999981,3.29999995,10205,32.7000008,41495,0,57.7999992,32.5999985,9.19999981,53.5526161,42.2149849,39.4683762
"427","Dodge","GA",NA,NA,35,17607,4.5999999,8.10000038,6.0999999,3367,8,24514,3.79999995,47.7999992,36.4000015,15.6000004,71.6760406,27.6253757,35.6562729
"428","Dooly","GA",NA,NA,25,9901,-7.5999999,8.30000019,6.69999981,1601,9.5,21513,6.30000019,58.7999992,30.5,10.3000002,50.40905,49.0051498,34.2086639
"429","Dougherty","GA",120,NA,297,96311,-2.9000001,6.19999981,4,10183,17,28235,0.400000006,49.2999992,40.2999992,10.3000002,48.8355446,50.2403679,32.1157494
"430","Douglas","GA",520,NA,378,71120,38.0999985,4.30000019,2.79999995,4288,12,40497,0.200000003,33.2999992,50.0999985,16.3999996,91.020813,7.86979771,37.48172
"431","Early","GA",NA,NA,23,11854,-9.30000019,8.30000019,7.5999999,107,9.39999962,20313,4.19999981,47.5999985,35.2000008,15.6999998,55.5002518,44.0863838,34.9502296
"432","Echols","GA",NA,NA,6,2334,-0.300000012,6.0999999,3.9000001,0,4.69999981,24413,6.9000001,34.2000008,39.5999985,26.1000004,85.9897156,11.3110542,39.0317039
"433","Effingham","GA",7520,NA,57,25687,50,5,2.9000001,2833,7.5999999,32364,2.4000001,33.7999992,47.9000015,18.1000004,85.2804947,14.0927315,31.0001163
"434","Elbert","GA",NA,NA,51,18949,1.10000002,8.30000019,6.80000019,4311,8,24070,2.29999995,49.0999985,38.5,12.3000002,69.4126358,30.1757355,32.5452538
"435","Emanuel","GA",NA,NA,30,20546,-0.699999988,8.39999962,6,3346,9.10000038,22692,5.5,45.9000015,41.4000015,11.8000002,67.0300751,32.5172768,31.2712936
"436","Evans","GA",NA,NA,48,8724,5.69999981,7.9000001,6.4000001,549,8.60000038,24975,3,41.5999985,42,16.2000008,64.8097229,33.9637794,33.92939
"437","Fannin","GA",NA,NA,43,15992,12.8000002,11.1000004,6.80000019,2777,7.80000019,22619,1.89999998,40.2999992,45.2000008,14.3000002,99.593544,0.0312656313,44.9912453
"438","Fayette","GA",520,NA,353,62415,140,4.5999999,2.5,1867,25.7999992,53845,0.600000024,26.6000004,55.5,17.7000008,92.4921875,5.41536474,50.7682457
"439","Floyd","GA",NA,NA,160,81251,3,8.39999962,6.19999981,5804,13.6999998,30998,0.600000024,41.7000008,44.4000015,13.6000004,85.338028,13.6687546,34.2888069
"440","Forsyth","GA",520,NA,221,44083,78.3000031,5.5,3.4000001,4680,15.6000004,40718,2.20000005,28.8999996,50.5999985,20.2000008,98.8430939,0.0317582749,38.7587051
"441","Franklin","GA",NA,NA,65,16650,13.1000004,9.19999981,6.4000001,3537,9.5,27517,4.80000019,42.2999992,40.4000015,17.1000004,89.525528,10.096096,35.5735741
"442","Fulton","GA",520,NA,1259,648951,12.8999996,5.5999999,4.4000001,14016,31.6000004,36582,0.100000001,57.2999992,33.2000008,9.19999981,47.7541466,49.9279594,39.6649361
"443","Gilmer","GA",NA,NA,34,13368,29.2000008,8,5.5999999,44,8.60000038,24888,4,39.2000008,45.2000008,14.8999996,99.1771393,0.276780367,44.0454826
"444","Glascock","GA",NA,NA,16,2357,-3.70000005,9,8.80000019,208,5.30000019,25857,3.0999999,31.2000008,50.9000015,17.7999992,87.1871033,12.6431904,42.978363
"445","Glynn","GA",NA,NA,151,62496,16.1000004,8.39999962,5.5,9097,19.8999996,32586,0.200000003,37.4000015,49,13.3000002,73.5871124,25.5072327,36.6935501
"446","Gordon","GA",NA,NA,102,35072,20.8999996,6.30000019,4.4000001,4172,9.19999981,31331,2.5999999,36.5999985,47,16.2000008,95.4807281,3.76653743,31.9713726
"447","Grady","GA",NA,NA,45,20279,3.20000005,7.9000001,6.5999999,767,7.69999981,22739,5.5,41.7999992,39.2999992,18.7000008,67.3800507,31.5350857,29.7499886
"448","Greene","GA",NA,NA,31,11793,6.5999999,8.10000038,6.0999999,2321,8.80000019,23963,3,55.7000008,32.2000008,11.8999996,49.6904945,49.919445,34.410244
"449","Gwinnett","GA",520,NA,905,352910,134.899994,3,1.70000005,4897,29.6000004,48000,0.100000001,29.3999996,54.2999992,15.8999996,90.9498138,5.15003824,42.6669693
"450","Habersham","GA",NA,NA,103,27621,14.5,7.80000019,5.4000001,1764,12,28824,3,33.9000015,50,15.8000002,91.6838608,5.62615395,33.0690422
"451","Hall","GA",NA,NA,254,95428,32.2000008,6.5,4.30000019,4817,15.3999996,34147,1.79999995,34.5999985,49.7000008,15.5,87.0897446,8.58762646,33.9868813
"452","Hancock","GA",NA,NA,19,8908,-5.4000001,7.69999981,6,758,6.80000019,21798,7,78,16,6,20.2290077,79.4454422,35.440052
"453","Haralson","GA",NA,NA,79,21966,21.6000004,7.5999999,5.80000019,1910,7.5,27027,2,43.0999985,41.2000008,15.3000002,93.0437927,6.49640369,34.6945267
"454","Harris","GA",1800,NA,39,17788,17.8999996,8.39999962,4.9000001,2810,13.6000004,30565,3.29999995,38.5,47.5999985,13.6999998,73.6620178,25.6970997,39.1275024
"455","Hart","GA",NA,NA,87,19712,8.5,9.30000019,6.5999999,1543,9.10000038,27561,4.5,47.5,34.2999992,18.1000004,79.3729706,20.3023548,38.600853
"456","Heard","GA",NA,NA,30,8628,37.7999992,7,5,2052,5.69999981,25066,2.4000001,44.5,36.4000015,18.8999996,85.9758911,13.4793692,37.9346313
"457","Henry","GA",520,NA,210,58741,86.5999985,5.0999999,3.29999995,2360,10.6999998,40733,1.10000002,32.2000008,52,15.5,88.7148666,10.3300934,41.3408012
"458","Houston","GA",4680,NA,249,89208,20.7999992,5.30000019,2.5,4894,16,35300,0.400000006,37.5,43.0999985,19.1000004,76.335083,21.720026,36.709713
"459","Irwin","GA",NA,NA,24,8649,-4.0999999,8.39999962,7.19999981,4038,8.30000019,23512,10,48.4000015,34.5,16.5,69.279686,30.4081402,32.6049271
"460","Jackson","GA",NA,NA,92,30005,23.8999996,7,5,1862,9,28675,5.0999999,41.4000015,43.4000015,15.1000004,89.7917023,9.67838669,30.5449085
"461","Jasper","GA",NA,NA,23,8453,15.1000004,7.80000019,5.9000001,1863,10.8000002,29346,3.29999995,49.0999985,38.0999985,12.3000002,64.8408813,34.7805519,35.7624512
"462","Jeff Davis","GA",NA,NA,36,12032,5.69999981,6.69999981,4.4000001,3260,8.30000019,24264,2.79999995,41,39.2999992,19.2999992,83.8098373,15.2426863,41.1569138
